data,regiao,canal,produto,invest_marketing,ligacoes_vendas,visitas_site,emails_enviados,preco,preco_concorrente,desconto_pct,satisfacao,tickets_suporte,cliente_recorrente,sazonalidade_mes,unidades_vendidas,receita,transacoes,ticket_medio,lead_vai_comprar
2023-07-17,Nordeste,Online,B,1359.0,7,1825,592,100.23,103.23,0.072,4.96,0,0,7,124,11530.4,121,95.29,1
2023-07-18,Nordeste,Loja Física,C,3717.0,12,2802,1511,143.87,128.22,0.148,3.78,0,1,7,169,20723.35,190,109.07,1
2023-07-20,Nordeste,Loja Física,B,5502.0,9,3343,1962,129.63,133.27,0.054,4.59,0,0,7,228,27953.11,182,153.59,1
2023-07-20,Nordeste,Representante,B,1590.0,4,1528,915,125.91,137.65,0.113,3.69,0,1,7,123,13730.26,109,125.97,1
2023-07-20,Sudeste,Online,A,3046.0,8,1773,1413,129.66,142.95,0.057,4.51,0,1,7,163,19931.8,106,188.04,1
2023-07-21,Centro-Oeste,Loja Física,B,1722.0,4,1989,1231,112.84,124.16,0.037,4.16,1,0,7,156,16956.22,171,99.16,1
2023-07-21,Sudeste,Loja Física,B,1055.0,11,1008,696,125.57,108.85,0.196,3.53,0,1,7,90,9081.4,109,83.32,0
2023-07-22,Centro-Oeste,Online,C,3154.0,6,1721,1769,107.13,101.58,0.039,3.91,1,0,7,130,13376.83,98,136.5,1
2023-07-22,Sudeste,Representante,A,7483.0,6,3972,1737,127.52,120.61,0.097,4.95,0,1,7,285,32829.04,326,100.7,1
2023-07-23,Sul,Loja Física,C,2647.0,10,2155,743,111.45,105.81,0.033,3.92,0,0,7,116,12504.06,118,105.97,1
2023-07-25,Sul,Online,B,390.0,9,1432,806,125.79,129.74,0.121,4.86,0,0,7,114,12610.32,122,103.36,1
2023-07-25,Sudeste,Loja Física,C,1533.0,6,1410,1211,99.52,75.6,0.079,3.26,2,1,7,104,9537.36,145,65.77,1
2023-07-26,Sudeste,Online,C,3144.0,6,2784,1065,120.55,135.76,0.059,4.13,0,1,7,193,21889.63,202,108.36,1
2023-07-27,Sul,Online,A,1943.0,7,1278,910,119.3,117.15,0.107,3.36,0,0,7,93,9905.55,122,81.19,1
2023-07-27,Sudeste,Loja Física,C,4719.0,6,2385,1267,91.29,94.2,0.081,3.29,1,1,7,159,13342.07,141,94.62,1
2023-07-27,Sudeste,Loja Física,C,1577.0,11,2051,1312,106.3,117.59,0.035,4.12,1,0,7,144,14775.2,136,108.64,1
2023-07-31,Nordeste,Representante,A,2145.0,7,1537,1043,93.74,102.91,0.087,3.98,0,0,7,108,9243.25,101,91.52,1
2023-08-01,Nordeste,Online,C,1471.0,10,1785,603,140.78,152.78,0.048,3.43,0,0,8,102,13665.63,86,158.9,1
2023-08-01,Sul,Loja Física,B,1611.0,11,1324,881,157.73,174.74,0.091,3.34,0,1,8,118,16925.17,72,235.07,1
2023-08-02,Sul,Online,C,1894.0,12,1120,1405,106.87,112.02,0.058,2.72,1,1,8,98,9865.6,118,83.61,1
2023-08-03,Sudeste,Loja Física,A,189.0,8,1343,660,115.17,124.96,0.095,3.68,1,0,8,94,9794.25,69,141.95,1
2023-08-03,Centro-Oeste,Representante,A,515.0,7,1680,1339,97.44,93.69,0.108,4.13,0,1,8,139,12084.81,159,76.01,1
2023-08-03,Sul,Representante,B,1636.0,9,1667,1254,104.68,118.97,0.096,3.2,2,1,8,140,13245.81,142,93.28,1
2023-08-03,Sul,Representante,C,2658.0,1,1719,1063,133.23,150.13,0.077,2.64,2,1,8,117,14384.6,135,106.55,1
2023-08-03,Nordeste,Representante,B,1022.0,6,1167,1693,122.74,126.62,0.131,2.22,2,0,8,102,10884.34,127,85.7,1
2023-08-04,Sul,Online,A,2496.0,6,1635,946,122.25,134.45,0.119,3.56,0,1,8,127,13676.36,131,104.4,1
2023-08-05,Nordeste,Online,C,2080.0,9,1686,1120,124.95,133.86,0.055,3.49,1,1,8,122,14404.16,163,88.37,1
2023-08-05,Nordeste,Representante,B,2346.0,9,2132,857,83.35,90.9,0.093,4.41,0,0,8,143,10815.56,139,77.81,1
2023-08-05,Centro-Oeste,Online,A,3932.0,12,2248,1648,139.34,150.95,0.101,3.14,1,1,8,176,22053.79,211,104.52,1
2023-08-05,Nordeste,Online,B,2450.0,8,2570,851,96.16,93.87,0.087,3.17,1,1,8,168,14746.97,101,146.01,1
2023-08-05,Centro-Oeste,Loja Física,A,1325.0,9,2175,431,144.29,135.96,0.033,4.39,1,1,8,140,19538.22,175,111.65,1
2023-08-06,Centro-Oeste,Online,A,3853.0,13,2994,1090,100.88,102.95,0.015,3.12,0,1,8,203,20170.54,151,133.58,1
2023-08-06,Sul,Loja Física,B,491.0,13,2817,209,150.94,144.31,0.029,3.75,2,1,8,171,25056.43,204,122.83,1
2023-08-06,Sudeste,Online,C,2118.0,13,2890,1123,149.27,152.6,0.036,4.5,1,0,8,193,27767.06,245,113.33,1
2023-08-06,Nordeste,Online,B,3443.0,13,2105,1518,116.44,120.87,0.052,3.11,0,1,8,163,17995.07,139,129.46,1
2023-08-08,Sul,Online,A,696.0,5,1864,1001,141.71,141.63,0.053,4.06,1,1,8,137,18384.6,155,118.61,1
2023-08-08,Sul,Representante,C,2942.0,4,2395,981,130.06,119.18,0.114,3.35,0,0,8,132,15215.31,122,124.72,1
2023-08-08,Sudeste,Online,A,5810.0,3,3303,1736,141.19,157.25,0.069,3.92,0,0,8,238,31275.99,256,122.17,1
2023-08-08,Sudeste,Representante,A,2186.0,7,1982,938,155.03,157.08,0.111,4.38,3,0,8,143,19698.46,86,229.05,1
2023-08-08,Sul,Loja Física,B,3765.0,9,2446,1238,109.14,109.77,0.073,3.74,0,0,8,170,17197.16,237,72.56,1
2023-08-08,Sudeste,Online,C,2659.0,12,1946,720,116.57,104.41,0.018,4.33,1,0,8,131,14989.14,141,106.31,1
2023-08-09,Sudeste,Representante,C,1176.0,6,2707,863,109.36,112.23,0.113,3.53,0,1,8,173,16772.37,123,136.36,1
2023-08-10,Nordeste,Online,B,1219.0,5,913,419,147.97,138.52,0.16,3.22,0,0,8,59,7331.81,49,149.63,0
2023-08-10,Centro-Oeste,Loja Física,B,2031.0,11,2003,957,132.45,153.72,0.074,4.7,1,0,8,152,18647.44,154,121.09,1
2023-08-11,Sudeste,Loja Física,C,2541.0,9,1609,1318,130.66,126.58,0.131,4.03,2,0,8,113,12825.66,127,100.99,1
2023-08-11,Sul,Online,A,1684.0,9,1258,1018,154.18,160.74,0.023,3.99,0,1,8,111,16723.17,135,123.88,1
2023-08-11,Nordeste,Online,C,2025.0,8,2785,943,135.36,139.65,0.067,3.62,0,0,8,152,19186.02,203,94.51,1
2023-08-11,Sudeste,Loja Física,A,386.0,9,1052,906,129.11,140.79,0.036,3.46,1,0,8,88,10957.09,96,114.14,1
2023-08-12,Nordeste,Online,B,2617.0,6,3050,1067,109.46,115.27,0.021,4.2,3,1,8,201,21531.94,233,92.41,1
2023-08-12,Sudeste,Loja Física,C,1493.0,8,2097,521,122.35,121.55,0.144,3.62,0,0,8,118,12361.2,103,120.01,1
2023-08-12,Sul,Representante,C,2701.0,12,3344,1232,112.47,100.85,0.019,4.36,0,0,8,190,20966.99,178,117.79,1
2023-08-12,Sudeste,Online,C,2716.0,6,1998,1407,127.97,148.99,0.046,4.65,0,1,8,162,19775.81,224,88.28,1
2023-08-13,Sudeste,Loja Física,B,2532.0,1,1942,1698,130.36,130.58,0.103,4.05,1,0,8,161,18828.04,104,181.04,1
2023-08-13,Sudeste,Online,A,1152.0,6,1135,1255,102.25,85.18,0.079,3.4,0,1,8,108,10172.43,145,70.15,1
2023-08-13,Sudeste,Representante,C,2204.0,11,2303,1171,100.38,118.16,0.054,3.47,0,0,8,158,15007.41,95,157.97,1
2023-08-14,Nordeste,Representante,A,571.0,8,2097,1046,119.05,116.64,0.019,2.99,3,1,8,137,16003.96,134,119.43,1
2023-08-15,Centro-Oeste,Online,B,1010.0,9,916,690,130.8,124.67,0.092,3.16,0,1,8,83,9856.16,98,100.57,1
2023-08-15,Sudeste,Loja Física,A,1985.0,9,1450,1157,136.11,150.52,0.117,4.55,0,1,8,136,16342.31,122,133.95,1
2023-08-15,Nordeste,Representante,A,907.0,15,1888,924,151.54,166.99,0.064,3.1,1,1,8,132,18722.49,159,117.75,1
2023-08-15,Sul,Representante,C,805.0,13,1184,1236,126.14,128.18,0.06,3.65,0,0,8,90,10674.55,56,190.62,1
2023-08-16,Nordeste,Representante,B,1629.0,5,990,953,112.99,115.95,0.111,4.51,0,1,8,98,9842.82,109,90.3,1
2023-08-17,Sul,Loja Física,C,4897.0,9,3070,1403,118.58,125.22,0.089,3.23,0,0,8,174,18788.33,236,79.61,1
2023-08-17,Sul,Representante,A,4016.0,8,3213,1183,97.83,95.91,0.054,3.66,0,0,8,193,17862.17,268,66.65,1
2023-08-18,Sudeste,Online,C,1500.0,6,1291,1006,101.95,104.41,0.049,3.57,0,0,8,101,9790.4,86,113.84,1
2023-08-18,Sul,Online,B,3844.0,10,2246,1332,73.55,85.94,0.072,4.81,0,1,8,190,12962.42,255,50.83,1
2023-08-19,Nordeste,Loja Física,C,149.0,5,530,561,126.94,142.04,0.071,3.36,0,0,8,40,4717.48,27,174.72,1
2023-08-19,Sul,Online,C,1666.0,7,1771,475,66.74,55.71,0.026,3.29,0,1,8,107,6955.66,125,55.65,1
2023-08-19,Sul,Loja Física,B,1790.0,5,1240,1177,134.28,115.75,0.034,4.57,0,0,8,101,13107.76,123,106.57,1
2023-08-19,Sul,Representante,C,2167.0,10,1812,940,97.66,101.41,0.142,3.48,0,1,8,121,10136.48,126,80.45,1
2023-08-21,Sudeste,Online,C,1739.0,7,1842,891,131.4,128.59,0.074,3.58,2,0,8,118,14353.39,120,119.61,1
2023-08-21,Sul,Online,A,643.0,9,1435,744,109.46,100.9,0.087,3.63,0,1,8,102,10194.27,106,96.17,0
2023-08-21,Sul,Online,C,1547.0,9,2009,1018,145.76,163.04,0.053,3.56,0,0,8,129,17811.49,174,102.36,1
2023-08-21,Centro-Oeste,Loja Física,A,4568.0,11,2621,1439,124.45,123.62,0.032,4.42,0,0,8,178,21446.68,190,112.88,1
2023-08-21,Sul,Online,B,2203.0,6,1513,943,133.54,136.72,0.025,3.17,0,0,8,106,13796.04,131,105.31,1
2023-08-21,Sudeste,Online,C,1679.0,7,2044,799,115.7,103.38,0.063,3.54,0,0,8,130,14093.67,85,165.81,1
2023-08-22,Sul,Loja Física,A,2044.0,8,1247,1036,116.93,130.0,0.147,3.5,0,0,8,94,9379.59,104,90.19,1
2023-08-23,Nordeste,Representante,A,1472.0,11,1515,1291,95.72,89.9,0.051,3.16,1,1,8,117,10623.05,113,94.01,1
2023-08-24,Sul,Online,B,4098.0,10,2707,1496,126.65,109.08,0.127,3.13,1,0,8,183,20224.23,244,82.89,1
2023-08-25,Sudeste,Representante,B,2029.0,10,1249,936,102.07,97.6,0.113,3.6,1,0,8,107,9688.36,119,81.41,1
2023-08-25,Nordeste,Representante,A,653.0,10,1086,457,103.37,101.6,0.012,3.67,0,0,8,67,6839.38,68,100.58,1
2023-08-25,Centro-Oeste,Representante,A,2796.0,9,1823,1273,94.86,94.34,0.073,3.48,2,0,8,131,11519.93,101,114.06,1
2023-08-26,Sudeste,Online,C,7312.0,5,3405,1757,113.33,137.92,0.046,3.88,0,0,8,233,25201.68,174,144.84,1
2023-08-26,Sul,Loja Física,B,1258.0,11,1541,906,107.79,126.01,0.046,3.17,0,0,8,114,11722.31,158,74.19,1
2023-08-27,Sul,Representante,B,5649.0,7,3394,1575,108.23,98.29,0.016,4.8,0,0,8,240,25565.7,278,91.96,1
2023-08-27,Sudeste,Loja Física,A,1518.0,8,1864,486,107.56,116.24,0.13,3.46,0,0,8,114,10669.47,146,73.08,0
2023-08-27,Nordeste,Loja Física,A,1567.0,9,1304,2037,130.44,134.83,0.092,4.73,0,0,8,120,14209.61,77,184.54,1
2023-08-28,Centro-Oeste,Online,C,2350.0,8,2493,874,90.24,98.58,0.007,3.33,2,0,8,148,13257.64,144,92.07,1
2023-08-28,Nordeste,Online,B,4338.0,8,3043,2177,129.38,134.2,0.075,4.1,0,0,8,219,26215.55,276,94.98,1
2023-08-29,Centro-Oeste,Representante,A,1586.0,4,1191,935,136.17,123.28,0.086,2.55,2,0,8,79,9837.14,69,142.57,1
2023-08-30,Nordeste,Representante,A,3632.0,7,2411,1452,147.69,156.27,0.054,3.37,2,0,8,156,21805.74,169,129.03,1
2023-08-30,Centro-Oeste,Loja Física,A,2073.0,9,1491,1081,114.24,110.58,0.172,3.67,0,1,8,117,11071.24,129,85.82,1
2023-08-30,Centro-Oeste,Loja Física,B,1072.0,7,1447,946,97.74,103.44,0.06,4.17,0,1,8,131,12038.0,110,109.44,0
2023-08-30,Centro-Oeste,Online,A,4635.0,7,2527,1759,96.25,91.82,0.162,5.0,0,0,8,189,15250.06,160,95.31,1
2023-08-31,Sudeste,Representante,C,5291.0,10,3076,1482,118.93,133.14,0.05,3.82,0,1,8,211,23842.5,206,115.74,1
2023-09-01,Nordeste,Loja Física,C,4569.0,8,2040,1279,89.47,94.46,0.068,4.18,0,1,9,130,10842.42,142,76.36,1
2023-09-03,Centro-Oeste,Loja Física,A,2033.0,10,1703,1423,128.76,134.21,0.019,4.61,0,0,9,129,16293.08,119,136.92,1
2023-09-03,Nordeste,Online,A,1441.0,9,1681,893,105.31,126.01,0.144,4.11,0,0,9,122,10995.87,116,94.79,1
2023-09-04,Sul,Loja Física,B,849.0,7,1392,535,112.17,107.48,0.102,4.07,0,1,9,105,10581.88,96,110.23,1
2023-09-04,Sudeste,Representante,B,1912.0,7,1624,1096,143.02,154.83,0.091,4.16,0,1,9,149,19361.78,142,136.35,1
2023-09-04,Centro-Oeste,Online,B,3430.0,6,2892,1092,119.16,123.55,0.061,4.49,0,0,9,204,22831.05,241,94.73,1
2023-09-04,Centro-Oeste,Loja Física,A,366.0,7,588,1038,121.98,121.53,0.105,3.79,0,1,9,77,8403.44,76,110.57,0
2023-09-06,Centro-Oeste,Representante,C,3265.0,11,1735,1166,99.81,114.73,0.064,3.1,1,1,9,129,12054.32,139,86.72,1
2023-09-07,Sudeste,Representante,B,1880.0,7,1550,1190,100.15,104.73,0.075,3.25,1,1,9,138,12783.29,96,133.16,1
2023-09-07,Sul,Loja Física,A,1368.0,10,1698,654,122.64,130.41,0.047,3.23,2,0,9,106,12394.61,66,187.8,1
2023-09-08,Sudeste,Representante,B,4407.0,7,2604,1751,118.4,135.83,0.05,4.22,1,0,9,216,24294.02,189,128.54,1
2023-09-09,Sul,Online,C,4592.0,7,2653,1943,121.52,126.91,0.116,4.28,1,1,9,193,20737.13,162,128.01,1
2023-09-09,Sudeste,Representante,A,2576.0,6,2199,1433,136.65,132.63,0.046,4.63,0,0,9,164,21385.3,186,114.97,1
2023-09-09,Nordeste,Representante,C,782.0,6,1526,893,92.0,104.6,0.069,3.73,1,0,9,94,8050.68,130,61.93,1
2023-09-09,Centro-Oeste,Loja Física,C,3108.0,9,2517,1326,111.4,100.98,0.064,4.0,1,0,9,152,15855.96,139,114.07,1
2023-09-09,Sudeste,Loja Física,A,1886.0,3,1630,957,125.33,115.25,0.029,4.23,1,1,9,126,15327.29,106,144.6,0
2023-09-09,Sudeste,Online,B,5008.0,8,3214,1467,133.42,123.07,0.049,3.17,1,0,9,227,28796.21,311,92.59,1
2023-09-10,Nordeste,Representante,A,1805.0,10,1208,1508,108.27,109.37,0.036,4.79,1,0,9,97,10128.19,95,106.61,1
2023-09-10,Sudeste,Representante,C,2777.0,5,1812,1497,141.54,144.72,0.042,3.8,0,1,9,146,19802.95,89,222.51,1
2023-09-10,Centro-Oeste,Loja Física,B,2541.0,14,1588,1092,116.42,106.11,0.046,4.22,3,0,9,117,12997.59,149,87.23,1
2023-09-10,Nordeste,Online,C,3917.0,5,2333,1465,135.74,132.64,0.028,4.48,0,0,9,149,19656.36,115,170.92,1
2023-09-10,Nordeste,Loja Física,C,2384.0,6,2500,1310,115.69,125.67,0.035,2.73,2,1,9,150,16743.9,128,130.81,1
2023-09-11,Sul,Online,B,839.0,5,1199,1133,123.7,120.6,0.052,3.63,1,1,9,113,13248.99,134,98.87,1
2023-09-11,Nordeste,Online,C,3853.0,1,2240,1505,130.04,131.45,0.168,3.44,1,0,9,139,15037.89,108,139.24,1
2023-09-11,Nordeste,Loja Física,B,3932.0,10,2465,1284,128.75,152.01,0.032,4.7,0,0,9,167,20814.86,201,103.56,1
2023-09-12,Sudeste,Loja Física,C,2209.0,10,2065,1486,99.85,121.93,0.031,3.64,1,1,9,159,15376.48,165,93.19,1
2023-09-12,Centro-Oeste,Loja Física,B,4517.0,14,2439,1753,101.85,103.95,0.044,3.77,0,1,9,202,19675.94,207,95.05,1
2023-09-13,Sudeste,Online,A,1922.0,9,2315,681,95.19,113.68,0.05,3.67,0,0,9,157,14201.86,152,93.43,1
2023-09-13,Centro-Oeste,Loja Física,A,1181.0,8,1498,306,113.57,116.41,0.023,3.19,0,1,9,93,10317.48,126,81.88,1
2023-09-14,Sudeste,Representante,B,3099.0,10,2285,980,156.56,150.95,0.096,4.25,1,1,9,183,25900.41,223,116.15,1
2023-09-14,Sul,Online,B,1786.0,11,1879,791,102.06,100.3,0.093,3.89,1,1,9,143,13231.34,108,122.51,1
2023-09-15,Sul,Representante,A,427.0,11,1615,392,101.86,99.65,0.046,3.35,4,1,9,102,9915.49,139,71.33,0
2023-09-15,Nordeste,Loja Física,A,2180.0,9,1108,933,124.75,120.76,0.021,3.29,1,0,9,81,9892.28,74,133.68,1
2023-09-16,Nordeste,Representante,B,3027.0,12,2162,875,119.5,132.78,0.022,3.09,0,1,9,157,18348.65,158,116.13,1
2023-09-16,Nordeste,Online,A,394.0,7,1043,521,154.68,138.1,0.076,3.1,1,0,9,61,8714.03,66,132.03,1
2023-09-16,Centro-Oeste,Representante,C,2484.0,10,1462,785,115.86,106.24,0.014,4.06,0,0,9,93,10619.2,110,96.54,1
2023-09-17,Sudeste,Online,B,1132.0,5,1153,374,124.44,131.2,0.02,3.56,2,1,9,97,11832.67,64,184.89,1
2023-09-18,Centro-Oeste,Loja Física,B,2312.0,9,1343,580,141.7,132.48,0.016,3.13,3,1,9,97,13521.27,74,182.72,1
2023-09-19,Sudeste,Loja Física,B,863.0,3,860,947,115.98,114.93,0.005,4.53,0,1,9,96,11080.62,63,175.88,1
2023-09-20,Sudeste,Online,A,2868.0,7,1454,1414,109.17,103.15,0.014,4.18,0,0,9,127,13666.32,82,166.66,1
2023-09-21,Centro-Oeste,Loja Física,C,935.0,7,1904,838,108.13,97.53,0.03,3.36,0,0,9,104,10904.87,112,97.36,1
2023-09-21,Sul,Loja Física,A,5071.0,5,2527,1456,103.38,115.79,0.141,4.16,0,0,9,171,15176.7,168,90.34,1
2023-09-21,Nordeste,Online,B,2215.0,10,1230,938,131.61,141.79,0.075,2.9,4,0,9,93,11322.01,124,91.31,1
2023-09-21,Nordeste,Loja Física,A,2023.0,7,1818,813,106.93,106.47,0.056,4.17,2,1,9,119,12006.55,110,109.15,1
2023-09-21,Sudeste,Loja Física,C,2959.0,11,1980,1078,127.32,137.65,0.149,3.56,0,0,9,128,13865.57,83,167.06,1
2023-09-22,Sudeste,Representante,A,2196.0,7,1593,1514,110.12,87.3,0.074,2.66,2,1,9,134,13659.24,134,101.93,1
2023-09-22,Sul,Loja Física,A,1422.0,8,1291,994,148.53,155.85,0.041,3.91,0,0,9,96,13679.17,81,168.88,1
2023-09-24,Sudeste,Loja Física,B,4688.0,11,2494,2185,115.6,125.27,0.1,5.0,0,1,9,236,24556.95,154,159.46,1
2023-09-25,Nordeste,Representante,C,1424.0,5,1273,721,114.04,121.42,0.024,3.92,0,0,9,88,9797.78,93,105.35,1
2023-09-25,Nordeste,Loja Física,B,3959.0,9,2531,984,90.99,85.59,0.026,3.0,2,1,9,160,14185.57,190,74.66,1
2023-09-25,Nordeste,Loja Física,C,3431.0,8,2203,1105,132.85,126.66,0.041,4.53,0,1,9,136,17321.15,155,111.75,1
2023-09-25,Centro-Oeste,Loja Física,C,2871.0,7,1501,1257,91.74,102.53,0.023,4.1,0,1,9,118,10576.8,139,76.09,1
2023-09-26,Sudeste,Loja Física,B,3124.0,8,2206,905,103.96,109.85,0.058,3.23,0,1,9,164,16058.63,112,143.38,1
2023-09-27,Sudeste,Loja Física,C,3652.0,4,2752,1898,122.08,121.25,0.066,3.56,0,0,9,181,20646.97,141,146.43,1
2023-09-28,Sul,Loja Física,B,4948.0,11,2698,1372,121.91,100.79,0.083,1.92,0,1,9,173,19333.15,176,109.85,1
2023-09-28,Centro-Oeste,Representante,B,1209.0,4,1573,651,95.26,100.75,0.036,3.53,0,1,9,124,11382.31,132,86.23,1
2023-09-28,Nordeste,Online,A,2078.0,12,1921,720,100.39,100.75,0.056,4.46,0,0,9,119,11282.14,157,71.86,1
2023-09-28,Sudeste,Representante,A,866.0,4,1601,868,105.35,127.81,0.066,3.12,0,1,9,131,12894.72,179,72.04,1
2023-09-29,Sul,Online,B,2995.0,9,2377,1624,131.15,145.61,0.048,3.34,0,0,9,185,23104.41,133,173.72,1
2023-09-29,Centro-Oeste,Representante,A,1726.0,6,1441,802,116.22,131.93,0.055,3.96,3,0,9,97,10656.6,115,92.67,1
2023-09-30,Centro-Oeste,Loja Física,B,1695.0,11,1867,666,107.2,107.12,0.042,3.43,0,1,9,131,13446.44,96,140.07,0
2023-09-30,Sudeste,Representante,A,3674.0,8,2235,1260,128.14,115.62,0.141,3.98,1,0,9,156,17179.42,123,139.67,1
2023-10-01,Nordeste,Loja Física,B,3364.0,13,2224,887,136.43,131.65,0.055,4.42,0,1,10,152,19595.04,143,137.03,1
2023-10-02,Nordeste,Online,B,1220.0,6,1391,1183,76.46,74.12,0.058,2.33,2,0,10,96,6913.46,59,117.18,1
2023-10-02,Nordeste,Loja Física,C,1177.0,10,1151,794,91.41,104.08,0.04,2.87,0,0,10,74,6492.09,50,129.84,1
2023-10-04,Centro-Oeste,Representante,C,7525.0,8,3682,2118,143.04,152.11,0.153,4.69,0,0,10,238,28843.02,265,108.84,1
2023-10-04,Centro-Oeste,Representante,A,835.0,4,864,934,101.52,110.61,0.1,4.13,0,1,10,87,7946.51,120,66.22,1
2023-10-04,Sul,Representante,B,467.0,6,1763,565,133.14,136.49,0.083,4.13,1,0,10,119,14521.65,109,133.23,0
2023-10-04,Centro-Oeste,Representante,A,3555.0,6,2763,1175,143.97,141.17,0.117,3.53,3,1,10,185,23519.85,135,174.22,1
2023-10-05,Sudeste,Online,B,2198.0,7,1823,826,121.34,114.52,0.142,3.09,0,1,10,144,14989.65,98,152.96,1
2023-10-06,Centro-Oeste,Online,A,1077.0,11,1374,1334,70.83,67.18,0.147,3.26,0,1,10,124,7489.2,155,48.32,1
2023-10-06,Sul,Online,B,2973.0,14,1818,1223,108.52,99.1,0.055,3.79,0,1,10,148,15181.38,188,80.75,1
2023-10-07,Sudeste,Representante,A,432.0,4,1400,263,148.08,154.7,0.033,3.29,0,0,10,84,12028.48,78,154.21,0
2023-10-07,Sudeste,Representante,C,1155.0,9,1369,769,125.41,120.66,0.069,4.36,3,1,10,108,12609.82,145,86.96,1
2023-10-07,Sul,Loja Física,C,2102.0,7,2892,1488,114.96,131.18,0.039,3.08,4,1,10,179,19772.79,199,99.36,1
2023-10-07,Nordeste,Online,C,2402.0,7,1679,662,115.56,116.53,0.109,4.86,0,0,10,101,10395.85,106,98.07,1
2023-10-07,Sudeste,Online,A,2517.0,13,3152,1273,134.3,123.05,0.049,4.51,0,1,10,227,28988.48,216,134.21,1
2023-10-08,Sul,Online,C,4545.0,10,2630,1382,119.63,115.32,0.031,3.89,0,0,10,162,18786.2,218,86.18,1
2023-10-10,Nordeste,Online,C,2938.0,9,1513,1077,123.31,130.29,0.088,3.28,0,0,10,102,11472.91,69,166.27,1
2023-10-10,Nordeste,Online,B,846.0,10,1569,855,133.95,135.2,0.101,3.77,0,0,10,114,13725.88,140,98.04,1
2023-10-10,Sudeste,Online,B,1506.0,6,1998,535,114.8,110.74,0.042,3.35,1,0,10,135,14841.84,85,174.61,1
2023-10-10,Centro-Oeste,Representante,A,3175.0,12,1934,1318,133.16,127.39,0.032,3.7,0,0,10,136,17532.54,137,127.97,1
2023-10-11,Nordeste,Representante,C,718.0,5,1072,493,137.59,144.34,0.17,4.37,0,0,10,68,7769.05,86,90.34,1
2023-10-11,Nordeste,Loja Física,A,808.0,12,1136,499,129.19,152.87,0.081,4.68,0,0,10,90,10689.8,72,148.47,1
2023-10-11,Sudeste,Representante,A,2132.0,8,1611,782,111.53,108.07,0.068,5.0,0,0,10,125,12995.31,107,121.45,0
2023-10-11,Nordeste,Representante,B,2269.0,11,2950,1138,131.03,150.34,0.033,3.28,2,1,10,202,25591.58,183,139.84,1
2023-10-12,Nordeste,Representante,A,2461.0,5,2283,1024,106.46,104.03,0.116,2.76,5,0,10,133,12517.24,126,99.34,1
2023-10-12,Sul,Online,C,1470.0,6,1660,918,107.58,91.88,0.023,3.6,0,1,10,112,11773.32,90,130.81,1
2023-10-13,Sudeste,Representante,A,2419.0,13,1465,917,90.11,95.35,0.017,3.96,0,0,10,118,10453.68,79,132.33,1
2023-10-13,Nordeste,Online,A,2430.0,10,2314,1428,118.39,115.59,0.125,4.68,2,1,10,175,18125.95,111,163.3,1
2023-10-13,Nordeste,Loja Física,B,2420.0,7,1621,1721,118.95,108.67,0.029,4.06,0,1,10,143,16519.43,130,127.07,1
2023-10-13,Centro-Oeste,Online,C,977.0,7,1111,370,115.98,106.45,0.032,4.27,0,0,10,70,7862.6,75,104.83,0
2023-10-15,Nordeste,Loja Física,B,4488.0,2,2433,1444,127.46,141.71,0.055,4.55,0,1,10,177,21312.59,208,102.46,0
2023-10-15,Nordeste,Loja Física,B,2355.0,9,2160,544,100.03,107.96,0.08,3.75,0,0,10,129,11876.53,126,94.26,1
2023-10-16,Centro-Oeste,Loja Física,B,2041.0,18,1594,686,115.71,127.54,0.059,4.8,0,0,10,122,13288.28,83,160.1,1
2023-10-16,Centro-Oeste,Representante,B,6012.0,5,4058,1280,141.11,144.11,0.056,3.93,0,1,10,276,36751.24,363,101.24,1
2023-10-16,Nordeste,Representante,A,3352.0,8,2412,1453,130.55,127.7,0.036,2.56,3,1,10,162,20382.9,171,119.2,1
2023-10-16,Centro-Oeste,Loja Física,A,5758.0,6,3205,3219,111.84,115.39,0.013,4.5,0,0,10,247,27274.61,290,94.05,1
2023-10-17,Centro-Oeste,Loja Física,B,1763.0,3,1498,1085,98.7,84.03,0.038,3.81,2,0,10,107,10158.12,138,73.61,0
2023-10-17,Sudeste,Representante,B,2191.0,8,1644,877,108.27,124.64,0.095,3.69,0,0,10,128,12547.1,175,71.7,0
2023-10-19,Centro-Oeste,Loja Física,A,1512.0,10,1783,919,105.25,101.72,0.034,3.3,2,0,10,120,12200.04,132,92.42,1
2023-10-20,Sul,Representante,C,2628.0,8,2000,1046,107.16,103.09,0.045,3.55,1,0,10,115,11771.76,112,105.1,1
2023-10-21,Sudeste,Online,A,1469.0,3,1038,864,124.49,122.64,0.087,4.51,1,1,10,108,12270.47,135,90.89,0
2023-10-21,Nordeste,Representante,B,3252.0,7,2552,1238,100.02,93.15,0.05,3.78,0,1,10,177,16819.42,134,125.52,1
2023-10-22,Centro-Oeste,Representante,B,1712.0,10,1565,1392,116.45,116.14,0.117,4.18,0,1,10,142,14594.93,85,171.71,1
2023-10-23,Sul,Representante,A,1410.0,8,1886,791,121.93,111.93,0.017,5.0,0,0,10,125,14981.92,162,92.48,1
2023-10-25,Nordeste,Loja Física,B,827.0,9,1782,552,94.1,82.73,0.047,4.11,1,0,10,103,9237.19,121,76.34,1
